,file_name,USER_NUMBER,begin,end,wrong_word,correct_word,process,main_category,sub_category_1,sub_category_2
4,n_dictation_11_15.txt,4011714026,232,240,فروردگاه,فرودگاه,ADD,Main signs,Consonants,ر
5,n_dictation_11_15.txt,4011714026,270,276,یسیاری,بسیاری,Replacement,Main signs,Consonants,ی
6,n_dictation_11_15.txt,4011714026,316,323,می روند,می‌روند,Replacement,Form,Boundary,Merging
7,n_dictation_11_15.txt,4011714026,344,352,جادّه ها,جادّه‌ها,Replacement,Form,Boundary,Merging
8,n_dictation_11_15.txt,4011714026,372,381,پر ترافیک,پرترافیک,Replacement,Form,Boundary,Merging
9,n_dictation_11_15.txt,4011714026,458,466,می روند.,می‌روند,Replacement,Form,Boundary,Merging
10,n_dictation_11_15.txt,4011714026,458,466,می روند.,می‌روند,ADD,Punctuation,None,None
11,n_dictation_11_15.txt,4011714026,474,481,هواپیما,هواپیما،,Omission,Punctuation,None,None
12,n_dictation_11_15.txt,4011714026,504,512,.فاصله‌ی,. فاصله‌ی,Replacement,Form,Boundary,Splitting
13,n_dictation_11_15.txt,4011714026,577,586,هفت و نیم,هفت‌ونیم,Replacement,Form,Boundary,Merging
14,n_dictation_11_15.txt,4011714026,600,608,مغازه اش,مغازه‌اش,Replacement,Form,Boundary,Merging
15,n_dictation_11_15.txt,4011714026,609,616,می رودو,می‌رود و,Replacement,Form,Boundary,Splitting
16,n_dictation_11_15.txt,4011714026,631,640,ساعت سازی,ساعت‌سازی,Replacement,Form,Boundary,Merging
17,n_dictation_11_15.txt,4011714026,641,649,می‌ماند.,می‌ماند,ADD,Punctuation,None,None
18,n_dictation_11_15.txt,4011714026,720,723,قرص,قرص،,Omission,Punctuation,None,None
19,n_dictation_11_15.txt,4011714026,724,731,کپسول .,کپسول،,Replacement,Punctuation,None,None
20,n_dictation_11_15.txt,4011714026,724,731,کپسول .,کپسول،,Replacement,Form,Boundary,Merging
21,n_dictation_11_15.txt,4011714026,731,736,سرم .,سرم،,Replacement,Punctuation,None,None
22,n_dictation_11_15.txt,4011714026,731,736,سرم .,سرم،,Replacement,Form,Boundary,Merging
23,n_dictation_11_15.txt,4011714026,736,743,آمپول .,آمپول,Replacement,Punctuation,None,None
24,n_dictation_11_15.txt,4011714026,736,743,آمپول .,آمپول،,Replacement,Form,Boundary,Merging
0,n_dictation_11_16.txt,4011714026,96,100,دارم,دارم.,Omission,Punctuation,None,None
1,n_dictation_11_16.txt,4011714026,122,132,کوچک‎‌‌‌تر,کوچک‌تر,Replacement,Form,Place,others
2,n_dictation_11_16.txt,4011714026,198,202,سجاد,سجّاد,Omission,Diacritic signs,Tashdid,None
3,n_dictation_11_16.txt,4011714026,216,221,است .,است.,Replacement,Form,Boundary,Merging
4,n_dictation_11_16.txt,4011714026,319,326,می روند,می‌روند.,Omission,Punctuation,None,None
5,n_dictation_11_16.txt,4011714026,319,326,می روند,می‌روند,Replacement,Form,Boundary,Merging
6,n_dictation_11_16.txt,4011714026,346,354,جادّه ها,جادّه‌ها,Replacement,Form,Boundary,Merging
7,n_dictation_11_16.txt,4011714026,374,383,پر ترافیک,پرترافیک,Replacement,Form,Boundary,Merging
8,n_dictation_11_16.txt,4011714026,460,467,می روند,می‌روند,Replacement,Form,Boundary,Merging
9,n_dictation_11_16.txt,4011714026,499,506,می خرند,می‌خرند,Replacement,Form,Boundary,Merging
10,n_dictation_11_16.txt,4011714026,580,590,هفت و نیمِ,هفت‌ونیم,Replacement,Form,Boundary,Merging
11,n_dictation_11_16.txt,4011714026,604,612,مغازه اش,مغازه‌اش,Replacement,Form,Boundary,Merging
12,n_dictation_11_16.txt,4011714026,613,619,می رود,می‌رود,Replacement,Form,Boundary,Merging
13,n_dictation_11_16.txt,4011714026,613,619,می رود,می‌رود.,Omission,Punctuation,None,None
14,n_dictation_11_16.txt,4011714026,636,645,ساعت سازی,ساعت‌سازی,Replacement,Form,Boundary,Merging
15,n_dictation_11_16.txt,4011714026,741,746,آنپول,آمپول,Replacement,Main signs,Consonants,م
0,n_dictation_11_17.txt,4011714026,94,98,دارم,دارم.,Omission,Punctuation,None,None
1,n_dictation_11_17.txt,4011714026,120,130,کوچک‎‌‌‌تر,کوچک‌تر,Replacement,Form,Boundary,others
2,n_dictation_11_17.txt,4011714026,320,327,می روند,می‌روند,Replacement,Form,Boundary,Merging
3,n_dictation_11_17.txt,4011714026,348,356,جادّه ها,جادّه‌ها,Replacement,Form,Boundary,Merging
4,n_dictation_11_17.txt,4011714026,376,385,پر ترافیک,پرترافیک,Replacement,Form,Boundary,Merging
5,n_dictation_11_17.txt,4011714026,462,469,می روند,می‌روند,Replacement,Form,Boundary,Merging
6,n_dictation_11_17.txt,4011714026,501,508,می خرند,می‌خرند,Replacement,Form,Boundary,Merging
7,n_dictation_11_17.txt,4011714026,583,593,هفت و نیمِ,هفت‌ونیم,Replacement,Form,Boundary,Merging
8,n_dictation_11_17.txt,4011714026,607,615,مغازه اش,مغازه‌اش,Replacement,Form,Boundary,Merging
9,n_dictation_11_17.txt,4011714026,616,622,می رود,می‌رود,Replacement,Form,Boundary,Merging
10,n_dictation_11_17.txt,4011714026,639,648,ساعت سازی,ساعت‌سازی,Replacement,Form,Boundary,Merging
0,n_dictation_11_18.txt,4011714026,88,92,نجره,پنجره,Omission,Main signs,Consonants,پ
1,n_dictation_11_18.txt,4011714026,93,97,دارد,دارد.,Omission,Punctuation,None,None
2,n_dictation_11_18.txt,4011714026,108,112,دارد,دارد.,Omission,Punctuation,None,None
3,n_dictation_11_18.txt,4011714026,191,198,شتر مرغ,شترمرغ,Replacement,Form,Boundary,Merging
4,n_dictation_11_18.txt,4011714026,202,206,دارد,دارد.,Omission,Punctuation,None,None
5,n_dictation_11_18.txt,4011714026,216,220,هستی,هستی؟,Omission,Punctuation,None,None
6,n_dictation_11_18.txt,4011714026,234,238,داری,داری؟,Omission,Punctuation,None,None
7,n_dictation_11_18.txt,4011714026,262,266,دارد,دارد.,Omission,Punctuation,None,None
8,n_dictation_11_18.txt,4011714026,289,294,هستند,هستند.,Omission,Punctuation,None,None
9,n_dictation_11_18.txt,4011714026,302,305,است,است.,Omission,Punctuation,None,None
0,n_dictation_11_19.txt,4011714026,103,110,شبربانو,شهربانو,Replacement,Main signs,Consonants,هـ
1,n_dictation_11_19.txt,4011714026,117,127,کوچک‎‌‌‌تر,کوچک‌تر,Replacement,Form,Boundary,others
2,n_dictation_11_19.txt,4011714026,199,205,مهنندس,مهندس,ADD,Main signs,Consonants,ن
3,n_dictation_11_19.txt,4011714026,236,247,امام خمینی،,امام خمینی,ADD,Punctuation,None,None
4,n_dictation_11_19.txt,4011714026,266,272,بسیارِ,بسیاری,Omission,Main signs,Vowels,Long vowels
5,n_dictation_11_19.txt,4011714026,289,294,روزها,روزهای,Omission,Main signs,Consonants,ی
6,n_dictation_11_19.txt,4011714026,311,319,می روند.,می‌روند.,Replacement,Form,Boundary,Merging
7,n_dictation_11_19.txt,4011714026,338,345,جاده ها,جادّه‌ها,Replacement,Form,Boundary,Merging
8,n_dictation_11_19.txt,4011714026,338,345,جاده ها,جادّه‌ها,Omission,Diacritic signs,Tashdid,None
9,n_dictation_11_19.txt,4011714026,365,374,پر ترافیک,پرترافیک,Replacement,Form,Boundary,Merging
10,n_dictation_11_19.txt,4011714026,435,442,دفنرهای,دفترهای,Replacement,Main signs,Consonants,ت
11,n_dictation_11_19.txt,4011714026,451,458,می روند,می‌روند,Replacement,Form,Boundary,Merging
12,n_dictation_11_19.txt,4011714026,461,466,بلیطِ,بلیت,Replacement,Main signs,Consonants,ت
13,n_dictation_11_19.txt,4011714026,485,490,اتوبس,اتوبوس,Replacement,Main signs,Vowels,Long vowels
14,n_dictation_11_19.txt,4011714026,491,498,می خرند,می‌خرند,Replacement,Form,Boundary,Merging
15,n_dictation_11_19.txt,4011714026,549,553,متتر,متر,ADD,Main signs,Consonants,ت
16,n_dictation_11_19.txt,4011714026,571,582,هفت و نییمِ,هفت‌ونیم,Replacement,Form,Boundary,Merging
17,n_dictation_11_19.txt,4011714026,571,582,هفت و نییمِ,هفت‌ونیم,ADD,Main signs,Vowels,Long vowels
18,n_dictation_11_19.txt,4011714026,596,604,مغازه اش,مغازه‌اش,Replacement,Form,Boundary,Merging
19,n_dictation_11_19.txt,4011714026,730,734,سروم,سرم,Replacement,Main signs,Vowels,Short vowels
20,n_dictation_11_19.txt,4011714026,736,742,آمپپول,آمپول,ADD,Main signs,Consonants,پ
21,n_dictation_11_19.txt,4011714026,751,756,پوماد,پماد,ADD,Main signs,Vowels,Short vowels
22,n_dictation_11_19.txt,4011714026,768,775,پونسمان,پانسمان,Replacement,Main signs,Vowels,Long vowels
23,n_dictation_11_19.txt,4011714026,790,794,کونی,گونی,Replacement,Main signs,Consonants,گ
24,n_dictation_11_19.txt,4011714026,799,805,تفربحی,تفریحی,Replacement,Main signs,Consonants,ی
25,n_dictation_11_19.txt,4011714026,822,827,طببقه,طبقه,ADD,Main signs,Consonants,ب
26,n_dictation_11_19.txt,4011714026,837,842,طعبیت,طبیعت,Displacement,Main signs,Consonants,ب
0,n_dictation_11_2.txt,4011714026,37,42,سومیه,سمیّه,Replacement,Main signs,Vowels,Short vowels
1,n_dictation_11_2.txt,4011714026,37,42,سومیه,سمیّه,Omission,Diacritic signs,Tashdid,None
2,n_dictation_11_2.txt,4011714026,51,60,خوش اخلاق,خوش‌اخلاق,Replacement,Form,Boundary,Merging
3,n_dictation_11_2.txt,4011714026,164,171,می‌کند،,می‌کند,ADD,Punctuation,None,None
4,n_dictation_11_2.txt,4011714026,209,216,می‌زند،,می‌زند,ADD,Punctuation,None,None
5,n_dictation_11_2.txt,4011714026,239,247,می‌بندد،,می‌بندد.,Replacement,Punctuation,None,None
6,n_dictation_11_2.txt,4011714026,273,283,بعد از طهر,بعدازظهر,Replacement,Form,Boundary,Merging
7,n_dictation_11_2.txt,4011714026,273,283,بعد از طهر,بعدازظهر,Replacement,Main signs,Consonants,ظ
8,n_dictation_11_2.txt,4011714026,344,349,برانی,بارانی,Replacement,Main signs,Vowels,Long vowels
9,n_dictation_11_2.txt,4011714026,350,353,شود,شد,Replacement,Main signs,Vowels,Short vowels
10,n_dictation_11_2.txt,4011714026,383,391,پدربزرکم,پدربزرگم,Replacement,Main signs,Consonants,گ
11,n_dictation_11_2.txt,4011714026,398,399,:,:«,Omission,Punctuation,None,None
12,n_dictation_11_2.txt,4011714026,400,406,مجید !,مجید!,Replacement,Form,Boundary,Merging
13,n_dictation_11_2.txt,4011714026,448,449,.,.»,Omission,Punctuation,None,None
14,n_dictation_11_2.txt,4011714026,519,527,زردالوها,زردآلوها,Omission,Diacritic signs,Madd,None
15,n_dictation_11_2.txt,4011714026,539,548,ریختیم. و,ریختیم و,ADD,Punctuation,None,None
16,n_dictation_11_2.txt,4011714026,587,594,برکشتیم,برگشتیم,Replacement,Main signs,Consonants,گ
17,n_dictation_11_2.txt,4011714026,623,630,ماکرونی,ماکارونی,Replacement,Main signs,Vowels,Long vowels
18,n_dictation_11_2.txt,4011714026,632,639,چلومّرغ,چلومرغ,ADD,Diacritic signs,Tashdid,None
0,n_dictation_11_20.txt,4011714026,65,73,می‌خورید,می‌خورید.,Omission,Punctuation,None,None
1,n_dictation_11_20.txt,4011714026,109,112,است,است.,Omission,Punctuation,None,None
2,n_dictation_11_20.txt,4011714026,113,120,ساندویج,ساندویچ,Omission,Form,Dot,چ
3,n_dictation_11_20.txt,4011714026,130,137,ساندویج,ساندویچ,Omission,Form,Dot,چ
4,n_dictation_11_20.txt,4011714026,138,142,دارم,دارم.,Omission,Punctuation,None,None
5,n_dictation_11_20.txt,4011714026,143,148,پاییر,پاییز,Omission,Form,Dot,ز
6,n_dictation_11_20.txt,4011714026,170,173,است,است.,Omission,Punctuation,None,None
0,n_dictation_11_21.txt,4011714026,90,97,کودکانی,کودکان,Replacement,Main signs,Vowels,Short vowels
1,n_dictation_11_21.txt,4011714026,147,153,بیمارض,بیمار,ADD,Main signs,Consonants,ض
2,n_dictation_11_21.txt,4011714026,282,292,بعد از ظهر,بعدازظهر,Replacement,Form,Boundary,Merging
3,n_dictation_11_21.txt,4011714026,408,409,:,:«,Omission,Punctuation,None,None
4,n_dictation_11_21.txt,4011714026,458,459,.,.»,Omission,Punctuation,None,None
5,n_dictation_11_21.txt,4011714026,579,586,برگشتیم,برداشتیم,Replacement,Main signs,Consonants,د
6,n_dictation_11_21.txt,4011714026,579,586,برگشتیم,برداشتیم,Replacement,Main signs,Vowels,Long vowels
7,n_dictation_11_21.txt,4011714026,643,650,چلو مرغ,چلومرغ,Replacement,Form,Boundary,Merging
0,n_dictation_11_22.txt,4011714026,55,64,خوش اخلاق,خوش‌اخلاق,Replacement,Form,Boundary,Merging
1,n_dictation_11_22.txt,4011714026,97,105,بیمارستن,بیمارستان,Replacement,Main signs,Vowels,Long vowels
2,n_dictation_11_22.txt,4011714026,222,225,سبس,سپس,Omission,Form,Dot,پ
3,n_dictation_11_22.txt,4011714026,276,286,بعد از ظهر,بعدازظهر,Replacement,Form,Boundary,Merging
4,n_dictation_11_22.txt,4011714026,292,297,تفریخ,تفریح,ADD,Form,Dot,ح
5,n_dictation_11_22.txt,4011714026,355,357,شد,شد.,Omission,Punctuation,None,None
6,n_dictation_11_22.txt,4011714026,365,370,تماشی,تماشای,Replacement,Main signs,Vowels,Long vowels
7,n_dictation_11_22.txt,4011714026,400,401,.,:«,Omission,Punctuation,None,None
8,n_dictation_11_22.txt,4011714026,400,401,.,:«,Replacement,Punctuation,None,None
9,n_dictation_11_22.txt,4011714026,402,406,مجید,مجید!,Omission,Punctuation,None,None
10,n_dictation_11_22.txt,4011714026,418,425,به‌آورو,بیاور و,Replacement,Form,Boundary,Splitting
11,n_dictation_11_22.txt,4011714026,418,424,به‌آور,بیاور,Replacement,Form,Boundary,Merging
12,n_dictation_11_22.txt,4011714026,418,424,به‌آور,بیاور,Replacement,Main signs,Consonants,ی
13,n_dictation_11_22.txt,4011714026,418,424,به‌آور,بیاور,ADD,Diacritic signs,Madd,None
14,n_dictation_11_22.txt,4011714026,443,450,به‌گزار,بگذار,ADD,Main signs,Consonants,هـ
15,n_dictation_11_22.txt,4011714026,443,450,به‌گزار,بگذار,Replacement,Main signs,Consonants,ذ
16,n_dictation_11_22.txt,4011714026,450,451,.,.»,Omission,Punctuation,None,None
17,n_dictation_11_22.txt,4011714026,571,578,برگشتیم,برداشتیم,Replacement,Main signs,Consonants,د
18,n_dictation_11_22.txt,4011714026,571,578,برگشتیم,برداشتیم,Replacement,Main signs,Vowels,Long vowels
19,n_dictation_11_22.txt,4011714026,589,596,برگشتیم,برگشتیم.,Omission,Punctuation,None,None
20,n_dictation_11_22.txt,4011714026,631,638,چلو مرغ,چلومرغ,Replacement,Form,Boundary,Merging
21,n_dictation_11_22.txt,4011714026,662,667,سقایق,شقایق,Omission,Form,Dot,ش
0,n_dictation_11_23.txt,4011714026,56,63,نه‌دارد,ندارد,ADD,Main signs,Consonants,هـ
1,n_dictation_11_23.txt,4011714026,65,68,اما,امّا,Omission,Diacritic signs,Tashdid,None
2,n_dictation_11_23.txt,4011714026,119,129,کوچک‎‌‌‌تر,کوچک‌تر,Displacement,Form,Place,others
3,n_dictation_11_23.txt,4011714026,312,319,می روند,می‌روند,Replacement,Form,Boundary,Merging
4,n_dictation_11_23.txt,4011714026,340,349,جادِّه ها,جادّه‌ها,Replacement,Form,Boundary,Merging
5,n_dictation_11_23.txt,4011714026,369,378,پر تتریفک,پرترافیک,Replacement,Form,Boundary,Merging
6,n_dictation_11_23.txt,4011714026,369,378,پر تتریفک,پرترافیک,ADD,Main signs,Consonants,ت
7,n_dictation_11_23.txt,4011714026,369,378,پر تتریفک,پرترافیک,Replacement,Main signs,Vowels,Long vowels
8,n_dictation_11_23.txt,4011714026,369,378,پر تتریفک,پرترافیک,Replacement,Main signs,Vowels,Long vowels
9,n_dictation_11_23.txt,4011714026,456,464,می روند.,می‌روند,ADD,Punctuation,None,None
10,n_dictation_11_23.txt,4011714026,575,585,هفت و نیمِ,هفت‌ونیم,Replacement,Form,Boundary,Merging
11,n_dictation_11_23.txt,4011714026,599,607,مغازه اش,مغازه‌اش,Replacement,Form,Boundary,Merging
12,n_dictation_11_23.txt,4011714026,608,615,می رود.,می‌رود,ADD,Punctuation,None,None
13,n_dictation_11_23.txt,4011714026,608,614,می رود,می‌رود,Replacement,Form,Boundary,Merging
14,n_dictation_11_23.txt,4011714026,632,641,ساعت سازی,ساعت‌سازی,Replacement,Form,Boundary,Merging
15,n_dictation_11_23.txt,4011714026,642,650,می‌ماند.,می‌ماند,ADD,Punctuation,None,None
16,n_dictation_11_23.txt,4011714026,734,737,سرم,سرم،,Omission,Punctuation,None,None
17,n_dictation_11_23.txt,4011714026,738,743,آمپول,آمپول،,Omission,Punctuation,None,None
18,n_dictation_11_23.txt,4011714026,798,802,لذیز,لذیذ,Replacement,Main signs,Consonants,ذ
19,n_dictation_11_23.txt,4011714026,803,809,طبییعت,طبیعت,ADD,Main signs,Vowels,Long vowels
0,n_dictation_11_24.txt,4011714026,119,129,کوچک‎‌‌‌تر,کوچک‌تر,Displacement,Form,Place,others
1,n_dictation_11_24.txt,4011714026,135,146,اودانش‌آموز,او دانش‌آموز,Replacement,Form,Boundary,Splitting
2,n_dictation_11_24.txt,4011714026,163,167,شحید,شهید,Replacement,Main signs,Consonants,هـ
3,n_dictation_11_24.txt,4011714026,201,207,محندسه,مهندس,Replacement,Main signs,Consonants,هـ
4,n_dictation_11_24.txt,4011714026,201,207,محندسه,مهندس,ADD,Main signs,Consonants,هـ
5,n_dictation_11_24.txt,4011714026,243,249,خومینی,خمینی,Replacement,Main signs,Vowels,Short vowels
6,n_dictation_11_24.txt,4011714026,308,315,می روند,می‌روند,Replacement,Form,Boundary,Merging
7,n_dictation_11_24.txt,4011714026,336,344,جادده ها,جادّه‌ها,Replacement,Form,Boundary,Merging
8,n_dictation_11_24.txt,4011714026,336,344,جادده ها,جادّه‌ها,ADD,Main signs,Consonants,د
9,n_dictation_11_24.txt,4011714026,336,344,جادده ها,جادّه‌ها,Omission,Diacritic signs,Tashdid,None
10,n_dictation_11_24.txt,4011714026,364,373,پر ترافیک,پرترافیک,Replacement,Form,Boundary,Merging
11,n_dictation_11_24.txt,4011714026,395,401,ماشینه,ماشین,ADD,Main signs,Consonants,هـ
12,n_dictation_11_24.txt,4011714026,402,406,شخسی,شخصی,Replacement,Main signs,Consonants,ص
13,n_dictation_11_24.txt,4011714026,451,458,می روند,می‌روند,Replacement,Form,Boundary,Merging
14,n_dictation_11_24.txt,4011714026,461,466,بلیته,بلیت,ADD,Main signs,Consonants,هـ
15,n_dictation_11_24.txt,4011714026,467,474,هواپیما,هواپیما،,ADD,Punctuation,None,None
16,n_dictation_11_24.txt,4011714026,490,498,می خورند,می‌خرند,Replacement,Form,Boundary,Merging
17,n_dictation_11_24.txt,4011714026,490,498,می خورند,می‌خرند,Replacement,Main signs,Vowels,Long vowels
18,n_dictation_11_24.txt,4011714026,500,506,فاصیلی,فاصله‌ی,Replacement,Main signs,Vowels,Short vowels
19,n_dictation_11_24.txt,4011714026,500,506,فاصیلی,فاصله‌ی,Omission,Main signs,Consonants,هـ
20,n_dictation_11_24.txt,4011714026,500,506,فاصیلی,فاصله‌ی,Replacement,Form,Boundary,Splitting
21,n_dictation_11_24.txt,4011714026,528,533,معازه,مغازه,Omission,Form,Dot,غ
22,n_dictation_11_24.txt,4011714026,576,586,هفت و نیمِ,هفت‌ونیم,Replacement,Form,Boundary,Merging
23,n_dictation_11_24.txt,4011714026,591,596,بیاده,پیاده,Omission,Form,Dot,پ
24,n_dictation_11_24.txt,4011714026,600,608,مغازه اش,مغازه‌اش,Replacement,Form,Boundary,Merging
25,n_dictation_11_24.txt,4011714026,609,615,می رود,می‌رود,Replacement,Form,Boundary,Merging
26,n_dictation_11_24.txt,4011714026,632,640,ساعت ساز,ساعت‌سازی,Replacement,Form,Boundary,Merging
27,n_dictation_11_24.txt,4011714026,632,640,ساعت ساز,ساعت‌سازی,Replacement,Main signs,Vowels,Long vowels
28,n_dictation_11_24.txt,4011714026,641,647,میماند,می‌ماند,Replacement,Form,Boundary,Splitting
29,n_dictation_11_24.txt,4011714026,658,663,خاراب,خراب,Replacement,Main signs,Vowels,Short vowels
30,n_dictation_11_24.txt,4011714026,695,699,کوسر,کوثر,Replacement,Main signs,Consonants,ث
31,n_dictation_11_24.txt,4011714026,700,705,انواه,انواع,Replacement,Main signs,Consonants,ع
32,n_dictation_11_24.txt,4011714026,731,735,سروم,سرم,Replacement,Main signs,Vowels,Short vowels
33,n_dictation_11_24.txt,4011714026,751,755,پمات,پماد,Replacement,Main signs,Consonants,د
34,n_dictation_11_24.txt,4011714026,790,795,کوهنه,کهنه,Replacement,Main signs,Vowels,Short vowels
35,n_dictation_11_24.txt,4011714026,797,802,تفریه,تفریح,Replacement,Main signs,Consonants,ح
0,n_dictation_11_25.txt,4011714026,50,59,خوش اخلاق,خوش‌اخلاق,Replacement,Form,Boundary,Merging
1,n_dictation_11_25.txt,4011714026,69,72,است,است.,Omission,Punctuation,None,None
2,n_dictation_11_25.txt,4011714026,186,194,ضخمه‌شان,ضخمشان,ADD,Main signs,Consonants,هـ
3,n_dictation_11_25.txt,4011714026,207,212,پوماد,پماد,Replacement,Main signs,Vowels,Short vowels
4,n_dictation_11_25.txt,4011714026,229,237,واسیله‌ی,وسیله‌ی,Replacement,Main signs,Vowels,Short vowels
5,n_dictation_11_25.txt,4011714026,279,289,بعد از ضهر,بعدازظهر,Replacement,Form,Boundary,Merging
6,n_dictation_11_25.txt,4011714026,294,299,تفریخ,تفریح,ADD,Form,Dot,ح
7,n_dictation_11_25.txt,4011714026,357,360,شود,شد.,Replacement,Main signs,Vowels,Short vowels
8,n_dictation_11_25.txt,4011714026,357,360,شود,شد.,Omission,Punctuation,None,None
9,n_dictation_11_25.txt,4011714026,399,401,صد,صدا,Replacement,Main signs,Vowels,Long vowels
10,n_dictation_11_25.txt,4011714026,405,406,.,:«,Replacement,Punctuation,None,None
11,n_dictation_11_25.txt,4011714026,405,406,.,:«,Omission,Punctuation,None,None
12,n_dictation_11_25.txt,4011714026,454,455,.,.»,Omission,Punctuation,None,None
13,n_dictation_11_25.txt,4011714026,463,467,ترفه,طرف,Replacement,Main signs,Consonants,ط
14,n_dictation_11_25.txt,4011714026,463,467,ترفه,طرف,ADD,Main signs,Consonants,هـ
15,n_dictation_11_25.txt,4011714026,476,480,رفتن,رفتم,Replacement,Main signs,Consonants,م
16,n_dictation_11_25.txt,4011714026,476,480,رفتن,رفتم.,Omission,Punctuation,None,None
17,n_dictation_11_25.txt,4011714026,493,498,آوردن,آوردم,Replacement,Main signs,Consonants,م
0,n_dictation_11_26.txt,4011714026,53,62,خوش اخلاق,خوش‌اخلاق,Replacement,Form,Boundary,None
1,n_dictation_11_26.txt,4011714026,83,86,بخش,بخش,ADD,Main signs,Consonants,هـ
2,n_dictation_11_26.txt,4011714026,187,197,ضخمه‌شان ،,ضخمشان,ADD,Punctuation,None,None
3,n_dictation_11_26.txt,4011714026,187,195,ضخمه‌شان,ضخمشان,ADD,Main signs,Consonants,هـ
4,n_dictation_11_26.txt,4011714026,208,209,؛,،,Replacement,Punctuation,None,None
5,n_dictation_11_26.txt,4011714026,210,215,پاماد,پماد,Replacement,Main signs,Vowels,Short vowels
6,n_dictation_11_26.txt,4011714026,280,290,بعد از ظهر,بعدازظهر,Replacement,Form,Boundary,Merging
7,n_dictation_11_26.txt,4011714026,359,361,شد,شد.,Omission,Punctuation,None,None
8,n_dictation_11_26.txt,4011714026,405,406,:,:«,Omission,Punctuation,None,None
9,n_dictation_11_26.txt,4011714026,424,432,به آوردو,بیاور و,Replacement,Form,Boundary,Splitting
10,n_dictation_11_26.txt,4011714026,424,431,به آورد,بیاور,Replacement,Main signs,Consonants,ی
11,n_dictation_11_26.txt,4011714026,424,431,به آورد,بیاور,Replacement,Form,Boundary,Merging
12,n_dictation_11_26.txt,4011714026,424,431,به آورد,بیاور,ADD,Diacritic signs,Madd,None
13,n_dictation_11_26.txt,4011714026,424,431,به آورد,بیاور,ADD,Main signs,Consonants,د
14,n_dictation_11_26.txt,4011714026,455,456,.,.»,Omission,Punctuation,None,None
15,n_dictation_11_26.txt,4011714026,631,638,چلو مرغ,چلومرغ,Replacement,Form,Boundary,Merging
0,n_dictation_11_27.txt,4011714026,55,64,خوش اخلاق,خوش‌اخلاق,Replacement,Form,Boundary,Merging
1,n_dictation_11_27.txt,4011714026,242,249,می‌شوید,می‌شوید،,Omission,Punctuation,None,None
2,n_dictation_11_27.txt,4011714026,269,277,بوسیله‌ی,به‌وسیله‌ی,Replacement,Form,Boundary,Splitting
3,n_dictation_11_27.txt,4011714026,318,328,بعد از ظهر,بعدازظهر,Replacement,Form,Boundary,Merging
4,n_dictation_11_27.txt,4011714026,365,369,رفتم,رفتم.,Omission,Punctuation,None,None
5,n_dictation_11_27.txt,4011714026,395,397,شد,شد.,Omission,Punctuation,None,None
6,n_dictation_11_27.txt,4011714026,441,442,.,:«,Replacement,Punctuation,None,None
7,n_dictation_11_27.txt,4011714026,441,442,.,:»,Omission,Punctuation,None,None
8,n_dictation_11_27.txt,4011714026,443,447,مجید,مجید!,Omission,Punctuation,None,None
9,n_dictation_11_27.txt,4011714026,489,490,.,.»,Omission,Punctuation,None,None
10,n_dictation_11_27.txt,4011714026,510,514,رفتم,رفتم.,Omission,Punctuation,None,None
0,n_dictation_11_28.txt,4011714026,42,49,پرسناری,پرستاری,Omission,Form,Dot,ت
1,n_dictation_11_28.txt,4011714026,50,59,خوش اخلاق,خوش‌اخلاق,Replacement,Form,Boundary,Merging
2,n_dictation_11_28.txt,4011714026,69,72,است,است.,Omission,Punctuation,None,None
3,n_dictation_11_28.txt,4011714026,203,210,می‌کند.,می‌کند,ADD,Punctuation,None,None
4,n_dictation_11_28.txt,4011714026,312,322,بعد از ظهر,بعدازظهر,Replacement,Form,Boundary,Merging
5,n_dictation_11_28.txt,4011714026,359,363,رفتم,رفتم.,Omission,Punctuation,None,None
6,n_dictation_11_28.txt,4011714026,389,391,شد,شد.,Omission,Punctuation,None,None
7,n_dictation_11_28.txt,4011714026,400,405,تاشای,تماشای,Omission,Main signs,Consonants,م
8,n_dictation_11_28.txt,4011714026,435,436,.,:,Replacement,Punctuation,None,None
9,n_dictation_11_28.txt,4011714026,435,436,.,:«,Omission,Punctuation,None,None
10,n_dictation_11_28.txt,4011714026,437,441,مجید,مجید!,Omission,Punctuation,None,None
11,n_dictation_11_28.txt,4011714026,453,460,به آورو,بیاور و,Replacement,Form,Boundary,Splitting
12,n_dictation_11_28.txt,4011714026,453,459,به آور,بیاور,Replacement,Main signs,Consonants,ی
13,n_dictation_11_28.txt,4011714026,453,459,به آور,بیاور,Replacement,Form,Boundary,Merging
14,n_dictation_11_28.txt,4011714026,453,459,به آور,بیاور,ADD,Diacritic signs,Madd,None
15,n_dictation_11_28.txt,4011714026,483,484,.,.»,Omission,Punctuation,None,None
16,n_dictation_11_28.txt,4011714026,505,509,رفتم,رفتم.,Omission,Punctuation,None,None
17,n_dictation_11_28.txt,4011714026,641,646,عقوبه,عقربه,Replacement,Main signs,Consonants,ر
18,n_dictation_11_28.txt,4011714026,692,696,سهرا,صحرا,Replacement,Main signs,Consonants,ص
0,n_dictation_11_29.txt,4011714026,49,58,خوش اخلاق,خوش‌اخلاق,Replacement,Form,Boundary,Merging
1,n_dictation_11_29.txt,4011714026,68,71,است,است.,Omission,Punctuation,None,None
2,n_dictation_11_29.txt,4011714026,231,240,زخم‌شان ،,زخمشان,ADD,Punctuation,None,None
